CynoEnsembl	Gene	Gene_type	Description	HumanEnsembl	Gene_Human
ENSMFAG00000000216	ZSCAN29	protein_coding	zinc finger and SCAN domain containing 29 [Source:HGNC Symbol;Acc:HGNC:26673]	ENSG00000140265	ZSCAN29
ENSMFAG00000000217	ITGB8	protein_coding	integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]	ENSG00000105855	ITGB8
ENSMFAG00000000218	PEX26	protein_coding	peroxisomal biogenesis factor 26 [Source:NCBI gene;Acc:102134428]	ENSG00000215193	PEX26
ENSMFAG00000000219		protein_coding			
ENSMFAG00000000220	MFF	protein_coding	mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858]	ENSG00000168958	MFF
ENSMFAG00000000221	FNDC4	protein_coding	fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239]	ENSG00000115226	FNDC4
ENSMFAG00000000222		protein_coding	cytokine induced apoptosis inhibitor 1 [Source:NCBI gene;Acc:102126378]	ENSG00000005194	CIAPIN1
ENSMFAG00000000223	GTSF1L	protein_coding	gametocyte specific factor 1 like [Source:HGNC Symbol;Acc:HGNC:16198]	ENSG00000124196	GTSF1L
ENSMFAG00000000224		protein_coding			
ENSMFAG00000000225	PARP6	protein_coding	poly(ADP-ribose) polymerase family member 6 [Source:HGNC Symbol;Acc:HGNC:26921]	ENSG00000137817	PARP6
ENSMFAG00000000226	EMC1	protein_coding	ER membrane protein complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28957]	ENSG00000127463	EMC1
ENSMFAG00000000227	FZD8	protein_coding	frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]	ENSG00000177283	FZD8
ENSMFAG00000000228	AMPH	protein_coding	amphiphysin [Source:HGNC Symbol;Acc:HGNC:471]	ENSG00000078053	AMPH
ENSMFAG00000000229	IL6	protein_coding	interleukin 6 [Source:NCBI gene;Acc:102138971]	ENSG00000136244	IL6
ENSMFAG00000000230		protein_coding	enolase-phosphatase E1 [Source:NCBI gene;Acc:102133226]		
ENSMFAG00000000231	TIMM17A	protein_coding	translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]	ENSG00000134375	TIMM17A
ENSMFAG00000000232	MAMLD1	protein_coding	mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]	ENSG00000013619	MAMLD1
ENSMFAG00000000233	KCNG2	protein_coding	potassium voltage-gated channel modifier subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:6249]	ENSG00000178342	KCNG2
ENSMFAG00000000234	NBEAL2	protein_coding	neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928]	ENSG00000160796	NBEAL2
ENSMFAG00000000235	IL9R	protein_coding	interleukin 9 receptor [Source:HGNC Symbol;Acc:HGNC:6030]	ENSG00000124334	IL9R
ENSMFAG00000000236	DOCK11	protein_coding	dedicator of cytokinesis 11 [Source:HGNC Symbol;Acc:HGNC:23483]	ENSG00000147251	DOCK11
ENSMFAG00000000237	RFX3	protein_coding	regulatory factor X3 [Source:HGNC Symbol;Acc:HGNC:9984]	ENSG00000080298	RFX3
ENSMFAG00000000238	ARMC2	protein_coding	armadillo repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:23045]	ENSG00000118690	ARMC2
ENSMFAG00000000239	PLIN4	protein_coding	perilipin 4 [Source:HGNC Symbol;Acc:HGNC:29393]	ENSG00000167676	PLIN4
ENSMFAG00000000240	PHPT1	protein_coding	phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30033]	ENSG00000054148	PHPT1
ENSMFAG00000000241	FMR1	protein_coding	fragile X mental retardation 1 [Source:HGNC Symbol;Acc:HGNC:3775]	ENSG00000102081	FMR1
ENSMFAG00000000242	SELENOO	protein_coding	selenoprotein O [Source:HGNC Symbol;Acc:HGNC:30395]	ENSG00000073169	SELENOO
ENSMFAG00000000243	CTF1	protein_coding	cardiotrophin 1 [Source:HGNC Symbol;Acc:HGNC:2499]	ENSG00000150281	CTF1
ENSMFAG00000000244		protein_coding	transmembrane protein 219 [Source:NCBI gene;Acc:102128924]	ENSG00000149932	TMEM219
ENSMFAG00000000245		protein_coding	cardiotrophin-2 [Source:NCBI gene;Acc:102118445]		
ENSMFAG00000000246	TRO	protein_coding	trophinin [Source:HGNC Symbol;Acc:HGNC:12326]	ENSG00000067445	TRO
ENSMFAG00000000247	CT83	protein_coding	kita-kyushu lung cancer antigen 1 homolog [Source:NCBI gene;Acc:101867354]	ENSG00000204019	CT83
ENSMFAG00000000248	PLIN5	protein_coding	perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196]	ENSG00000214456	PLIN5
ENSMFAG00000000249	C12orf66	protein_coding	chromosome 12 open reading frame 66 [Source:HGNC Symbol;Acc:HGNC:26517]	ENSG00000174206	C12orf66
ENSMFAG00000000250	SLC29A3	protein_coding	solute carrier family 29 member 3 [Source:HGNC Symbol;Acc:HGNC:23096]	ENSG00000198246	SLC29A3
ENSMFAG00000000251	NSMCE4A	protein_coding	"NSE4 homolog A, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:25935]"	ENSG00000107672	NSMCE4A
ENSMFAG00000000252	NPTXR	protein_coding	neuronal pentraxin receptor [Source:HGNC Symbol;Acc:HGNC:7954]	ENSG00000221890	NPTXR
ENSMFAG00000000253	KLHDC4	protein_coding	kelch domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25272]	ENSG00000104731	KLHDC4
ENSMFAG00000000254	UBXN6	protein_coding	UBX domain protein 6 [Source:NCBI gene;Acc:101865386]	ENSG00000167671	UBXN6
ENSMFAG00000000255	CLCC1	protein_coding	chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]	ENSG00000121940	CLCC1
ENSMFAG00000000256	LCA5	protein_coding	"LCA5, lebercilin [Source:HGNC Symbol;Acc:HGNC:31923]"	ENSG00000135338	LCA5
ENSMFAG00000000257		protein_coding	CD8b molecule [Source:NCBI gene;Acc:102122433]	ENSG00000172116	CD8B
ENSMFAG00000000258	PREX1	protein_coding	"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:32594]"	ENSG00000124126	PREX1
ENSMFAG00000000259	OCIAD2	protein_coding	OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685]	ENSG00000145247	OCIAD2
ENSMFAG00000000260	UBE2D4	protein_coding	ubiquitin conjugating enzyme E2 D4 (putative) [Source:HGNC Symbol;Acc:HGNC:21647]	ENSG00000078967	UBE2D4
ENSMFAG00000000261	TRPM4	protein_coding	transient receptor potential cation channel subfamily M member 4 [Source:HGNC Symbol;Acc:HGNC:17993]	ENSG00000130529	TRPM4
ENSMFAG00000000262		protein_coding			
ENSMFAG00000000263	TRIM23	protein_coding	tripartite motif containing 23 [Source:HGNC Symbol;Acc:HGNC:660]	ENSG00000113595	TRIM23
ENSMFAG00000000264	APH1B	protein_coding	"aph-1 homolog B, gamma-secretase subunit [Source:NCBI gene;Acc:101925481]"	ENSG00000138613	APH1B
ENSMFAG00000000265	ZMYND10	protein_coding	zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]	ENSG00000004838	ZMYND10
ENSMFAG00000000266	GPIHBP1	protein_coding	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24945]	ENSG00000277494	GPIHBP1
ENSMFAG00000000267	ABRAXAS1	protein_coding	"abraxas 1, BRCA1 A complex subunit [Source:HGNC Symbol;Acc:HGNC:25829]"	ENSG00000163322	ABRAXAS1
ENSMFAG00000000268		protein_coding	kallikrein related peptidase 13 [Source:NCBI gene;Acc:102147127]	ENSG00000167759	KLK13
ENSMFAG00000000269	MMGT1	protein_coding	membrane magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28100]	ENSG00000169446	MMGT1
ENSMFAG00000000270		protein_coding			
ENSMFAG00000000271	ABL1	protein_coding	"ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]"	ENSG00000097007	ABL1
ENSMFAG00000000272		protein_coding			
ENSMFAG00000000273	CDS2	protein_coding	CDP-diacylglycerol synthase 2 [Source:HGNC Symbol;Acc:HGNC:1801]	ENSG00000101290	CDS2
ENSMFAG00000000274	RBMS1	protein_coding	RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]	ENSG00000153250	RBMS1
ENSMFAG00000000275	AIFM1	protein_coding	apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768]	ENSG00000156709	AIFM1
ENSMFAG00000000276	BARHL2	protein_coding	BarH like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:954]	ENSG00000143032	BARHL2
ENSMFAG00000000277	APOBEC1	protein_coding	apolipoprotein B mRNA editing enzyme catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:604]	ENSG00000111701	APOBEC1
ENSMFAG00000000278	RABEP2	protein_coding	"rabaptin, RAB GTPase binding effector protein 2 [Source:HGNC Symbol;Acc:HGNC:24817]"	ENSG00000177548	RABEP2
ENSMFAG00000000279	MAPRE3	protein_coding	microtubule associated protein RP/EB family member 3 [Source:NCBI gene;Acc:101925557]	ENSG00000084764	MAPRE3
ENSMFAG00000000280		protein_coding	uncharacterized LOC107127220 [Source:NCBI gene;Acc:107127220]		
ENSMFAG00000000281	EPB41L4A	protein_coding	erythrocyte membrane protein band 4.1 like 4A [Source:HGNC Symbol;Acc:HGNC:13278]	ENSG00000129595	EPB41L4A
ENSMFAG00000000282	PSD	protein_coding	pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:HGNC:9507]	ENSG00000059915	PSD
ENSMFAG00000000283	PLCG1	protein_coding	phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]	ENSG00000124181	PLCG1
ENSMFAG00000000284	PPP1R36	protein_coding	protein phosphatase 1 regulatory subunit 36 [Source:HGNC Symbol;Acc:HGNC:20097]	ENSG00000165807	PPP1R36
ENSMFAG00000000285	KLHL22	protein_coding	kelch like family member 22 [Source:HGNC Symbol;Acc:HGNC:25888]	ENSG00000099910	KLHL22
ENSMFAG00000000286	TBC1D19	protein_coding	TBC1 domain family member 19 [Source:HGNC Symbol;Acc:HGNC:25624]	ENSG00000109680	TBC1D19
ENSMFAG00000000287	TAC1	protein_coding	tachykinin precursor 1 [Source:NCBI gene;Acc:102141139]	ENSG00000006128	TAC1
ENSMFAG00000000288		protein_coding			
ENSMFAG00000000289	FAM13B	protein_coding	family with sequence similarity 13 member B [Source:HGNC Symbol;Acc:HGNC:1335]	ENSG00000031003	FAM13B
ENSMFAG00000000290	FAM69A	protein_coding	family with sequence similarity 69 member A [Source:HGNC Symbol;Acc:HGNC:32213]	ENSG00000154511	FAM69A
ENSMFAG00000000291	MYOZ2	protein_coding	myozenin 2 [Source:HGNC Symbol;Acc:HGNC:1330]	ENSG00000172399	MYOZ2
ENSMFAG00000000292	KHSRP	protein_coding	KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]	ENSG00000088247	KHSRP
ENSMFAG00000000293	MRPL47	protein_coding	mitochondrial ribosomal protein L47 [Source:NCBI gene;Acc:101866749]	ENSG00000136522	MRPL47
ENSMFAG00000000294	C1orf105	protein_coding	chromosome 1 open reading frame 105 [Source:HGNC Symbol;Acc:HGNC:29591]	ENSG00000180999	C1orf105
ENSMFAG00000000295		protein_coding	cell wall biogenesis 43 C-terminal homolog [Source:NCBI gene;Acc:102146179]	ENSG00000109182	CWH43
ENSMFAG00000000296		protein_coding			
ENSMFAG00000000297		protein_coding			
ENSMFAG00000000298		protein_coding			
ENSMFAG00000000299	CCDC177	protein_coding	coiled-coil domain containing 177 [Source:HGNC Symbol;Acc:HGNC:23243]	ENSG00000267909	CCDC177
ENSMFAG00000000300		protein_coding			
ENSMFAG00000000301		protein_coding			
ENSMFAG00000000302		protein_coding	heat shock factor binding protein 1 [Source:NCBI gene;Acc:101925528]	ENSG00000230989	HSBP1
ENSMFAG00000000303		protein_coding	DiGeorge syndrome critical region gene 6 [Source:NCBI gene;Acc:102131848]		
ENSMFAG00000000304	ASPA	protein_coding	aspartoacylase [Source:NCBI gene;Acc:102137549]	ENSG00000108381	ASPA
ENSMFAG00000000305	PPP1R13B	protein_coding	protein phosphatase 1 regulatory subunit 13B [Source:HGNC Symbol;Acc:HGNC:14950]	ENSG00000088808	PPP1R13B
ENSMFAG00000000306		protein_coding	lipocalin 1 [Source:NCBI gene;Acc:102124362]	ENSG00000160349	LCN1
ENSMFAG00000000307	UBE2A	protein_coding	ubiquitin conjugating enzyme E2 A [Source:HGNC Symbol;Acc:HGNC:12472]	ENSG00000077721	UBE2A
ENSMFAG00000000308	FNDC8	protein_coding	fibronectin type III domain containing 8 [Source:NCBI gene;Acc:101926001]	ENSG00000073598	FNDC8
ENSMFAG00000000309	HDGFL2	protein_coding	HDGF like 2 [Source:HGNC Symbol;Acc:HGNC:14680]	ENSG00000167674	HDGFL2
ENSMFAG00000000310	BSND	protein_coding	barttin CLCNK type accessory beta subunit [Source:HGNC Symbol;Acc:HGNC:16512]	ENSG00000162399	BSND
ENSMFAG00000000311		protein_coding			
ENSMFAG00000000312	CHRNA4	protein_coding	cholinergic receptor nicotinic alpha 4 subunit [Source:HGNC Symbol;Acc:HGNC:1958]	ENSG00000101204	CHRNA4
ENSMFAG00000000313		pseudogene			
ENSMFAG00000000314		protein_coding			
ENSMFAG00000000315		protein_coding			
ENSMFAG00000000316	ST18	protein_coding	"ST18, C2H2C-type zinc finger [Source:HGNC Symbol;Acc:HGNC:18695]"	ENSG00000147488	ST18
ENSMFAG00000000317	INAVA	protein_coding	innate immunity activator [Source:HGNC Symbol;Acc:HGNC:25599]	ENSG00000163362	INAVA
ENSMFAG00000000318	CRMP1	protein_coding	collapsin response mediator protein 1 [Source:HGNC Symbol;Acc:HGNC:2365]	ENSG00000072832	CRMP1
ENSMFAG00000000319	MAFF	protein_coding	MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]	ENSG00000185022	MAFF
ENSMFAG00000000320	SAP30L	protein_coding	SAP30 like [Source:HGNC Symbol;Acc:HGNC:25663]	ENSG00000164576	SAP30L
ENSMFAG00000000321	ZNF684	protein_coding	zinc finger protein 684 [Source:NCBI gene;Acc:101867020]	ENSG00000117010	ZNF684
ENSMFAG00000000322		protein_coding	neutrophil defensin 6-like [Source:NCBI gene;Acc:102125912]	ENSG00000164816	DEFA5
ENSMFAG00000000323	MYH6	protein_coding	myosin heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:7576]	ENSG00000197616	MYH6
ENSMFAG00000000324	CR1L	protein_coding	complement C3b/C4b receptor 1 like [Source:HGNC Symbol;Acc:HGNC:2335]	ENSG00000197721	CR1L
ENSMFAG00000000325		protein_coding	collagen type XV alpha 1 chain [Source:NCBI gene;Acc:102115668]		
ENSMFAG00000000326	TNFAIP3	protein_coding	TNF alpha induced protein 3 [Source:NCBI gene;Acc:101867362]	ENSG00000118503	TNFAIP3
ENSMFAG00000000327	GRK4	protein_coding	G protein-coupled receptor kinase 4 [Source:HGNC Symbol;Acc:HGNC:4543]	ENSG00000125388	GRK4
ENSMFAG00000000328	SLC30A3	protein_coding	solute carrier family 30 member 3 [Source:HGNC Symbol;Acc:HGNC:11014]	ENSG00000115194	SLC30A3
ENSMFAG00000000329	SCARB1	protein_coding	scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]	ENSG00000073060	SCARB1
ENSMFAG00000000330	TSHB	protein_coding	thyroid stimulating hormone beta [Source:HGNC Symbol;Acc:HGNC:12372]	ENSG00000134200	TSHB
ENSMFAG00000000331	CCDC146	protein_coding	coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:HGNC:29296]	ENSG00000135205	CCDC146
ENSMFAG00000000332		pseudogene			
ENSMFAG00000000333		protein_coding			
ENSMFAG00000000334	MAP7D3	protein_coding	MAP7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25742]	ENSG00000129680	MAP7D3
ENSMFAG00000000335	CCL21	protein_coding	C-C motif chemokine ligand 21 [Source:NCBI gene;Acc:102135349]	ENSG00000137077	CCL21
ENSMFAG00000000336	CLEC6A	protein_coding	C-type lectin domain containing 6A [Source:HGNC Symbol;Acc:HGNC:14556]	ENSG00000205846	CLEC6A
ENSMFAG00000000337	NIM1K	protein_coding	NIM1 serine/threonine protein kinase [Source:HGNC Symbol;Acc:HGNC:28646]	ENSG00000177453	NIM1K
ENSMFAG00000000338	LNX1	protein_coding	ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657]	ENSG00000072201	LNX1
ENSMFAG00000000339	FOXA1	protein_coding	forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021]	ENSG00000129514	FOXA1
ENSMFAG00000000340		pseudogene			
ENSMFAG00000000341	JMJD1C	protein_coding	jumonji domain containing 1C [Source:HGNC Symbol;Acc:HGNC:12313]	ENSG00000171988	JMJD1C
ENSMFAG00000000342	MLYCD	protein_coding	malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]	ENSG00000103150	MLYCD
ENSMFAG00000000343		protein_coding			
ENSMFAG00000000344	G6PC	protein_coding	glucose-6-phosphatase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4056]	ENSG00000131482	G6PC
ENSMFAG00000000345	IARS2	protein_coding	"isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]"	ENSG00000067704	IARS2
ENSMFAG00000000346	HAAO	protein_coding	"3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4796]"	ENSG00000162882	HAAO
ENSMFAG00000000347	POP1	protein_coding	"POP1 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30129]"	ENSG00000104356	POP1
ENSMFAG00000000348	PPP1R3C	protein_coding	protein phosphatase 1 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]	ENSG00000119938	PPP1R3C
ENSMFAG00000000349	CXCR6	protein_coding	C-X-C motif chemokine receptor 6 [Source:HGNC Symbol;Acc:HGNC:16647]	ENSG00000172215	CXCR6
ENSMFAG00000000350	ARHGAP5	protein_coding	Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:HGNC:675]	ENSG00000100852	ARHGAP5
ENSMFAG00000000351		protein_coding			
ENSMFAG00000000352	EPHX1	protein_coding	epoxide hydrolase 1 [Source:NCBI gene;Acc:101866419]	ENSG00000143819	EPHX1
ENSMFAG00000000353	GCH1	protein_coding	GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193]	ENSG00000131979	GCH1
ENSMFAG00000000354	NABP2	protein_coding	nucleic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28412]	ENSG00000139579	NABP2
ENSMFAG00000000355	E2F7	protein_coding	E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820]	ENSG00000165891	E2F7
ENSMFAG00000000356	EIF4EBP1	protein_coding	eukaryotic translation initiation factor 4E binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3288]	ENSG00000187840	EIF4EBP1
ENSMFAG00000000357	COLEC12	protein_coding	collectin subfamily member 12 [Source:HGNC Symbol;Acc:HGNC:16016]	ENSG00000158270	COLEC12
ENSMFAG00000000358	FAM227A	protein_coding	family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197]	ENSG00000184949	FAM227A
ENSMFAG00000000359		protein_coding			
ENSMFAG00000000360	IDI2	protein_coding	isopentenyl-diphosphate delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:23487]	ENSG00000148377	IDI2
ENSMFAG00000000361	GPR142	protein_coding	G protein-coupled receptor 142 [Source:HGNC Symbol;Acc:HGNC:20088]	ENSG00000257008	GPR142
ENSMFAG00000000362		protein_coding	defensin-5 [Source:NCBI gene;Acc:102118641]	ENSG00000164816	DEFA5
ENSMFAG00000000363	GJE1	protein_coding	gap junction protein epsilon 1 [Source:HGNC Symbol;Acc:HGNC:33251]	ENSG00000203733	GJE1
ENSMFAG00000000364	ZNF248	protein_coding	zinc finger protein 248 [Source:HGNC Symbol;Acc:HGNC:13041]	ENSG00000198105	ZNF248
ENSMFAG00000000365	SEMA3C	protein_coding	semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]	ENSG00000075223	SEMA3C
ENSMFAG00000000366		protein_coding	ribosomal protein lateral stalk subunit P1 [Source:NCBI gene;Acc:102135215]	ENSG00000137818	RPLP1
ENSMFAG00000000367	FMN2	protein_coding	formin 2 [Source:HGNC Symbol;Acc:HGNC:14074]	ENSG00000155816	FMN2
ENSMFAG00000000368	TMC8	protein_coding	transmembrane channel like 8 [Source:HGNC Symbol;Acc:HGNC:20474]	ENSG00000167895	TMC8
ENSMFAG00000000369	LRIT1	protein_coding	"leucine rich repeat, Ig-like and transmembrane domains 1 [Source:HGNC Symbol;Acc:HGNC:23404]"	ENSG00000148602	LRIT1
ENSMFAG00000000370	PLEK2	protein_coding	pleckstrin 2 [Source:HGNC Symbol;Acc:HGNC:19238]	ENSG00000100558	PLEK2
ENSMFAG00000000371		protein_coding			
ENSMFAG00000000372	NEPRO	protein_coding	nucleolus and neural progenitor protein [Source:HGNC Symbol;Acc:HGNC:24496]	ENSG00000163608	NEPRO
ENSMFAG00000000373	TPST2	protein_coding	tyrosylprotein sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:12021]	ENSG00000128294	TPST2
ENSMFAG00000000374	ATXN2	protein_coding	ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]	ENSG00000204842	ATXN2
ENSMFAG00000000375	ADAMTS4	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220]	ENSG00000158859	ADAMTS4
ENSMFAG00000000376	SYCP2	protein_coding	synaptonemal complex protein 2 [Source:HGNC Symbol;Acc:HGNC:11490]	ENSG00000196074	SYCP2
ENSMFAG00000000377	CENPV	protein_coding	centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920]	ENSG00000166582	CENPV
ENSMFAG00000000378	SMCO1	protein_coding	single-pass membrane protein with coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:27407]	ENSG00000214097	SMCO1
ENSMFAG00000000379	UBE2N	protein_coding	ubiquitin conjugating enzyme E2 N [Source:NCBI gene;Acc:101866684]	ENSG00000177889	UBE2N
ENSMFAG00000000380	MRPL50	protein_coding	mitochondrial ribosomal protein L50 [Source:HGNC Symbol;Acc:HGNC:16654]	ENSG00000136897	MRPL50
ENSMFAG00000000381	S100A14	protein_coding	S100 calcium binding protein A14 [Source:HGNC Symbol;Acc:HGNC:18901]	ENSG00000189334	S100A14
ENSMFAG00000000382		protein_coding	PCNA clamp associated factor [Source:NCBI gene;Acc:102143698]	ENSG00000166803	PCLAF
ENSMFAG00000000383	FANCM	protein_coding	FA complementation group M [Source:HGNC Symbol;Acc:HGNC:23168]	ENSG00000187790	FANCM
ENSMFAG00000000384	TMEM70	protein_coding	transmembrane protein 70 [Source:HGNC Symbol;Acc:HGNC:26050]	ENSG00000175606	TMEM70
ENSMFAG00000000385		protein_coding			
ENSMFAG00000000386	GCHFR	protein_coding	GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]	ENSG00000137880	GCHFR
ENSMFAG00000000387	C20H16orf71	protein_coding	"chromosome 20 open reading frame, human C16orf71 [Source:NCBI gene;Acc:102138483]"	ENSG00000166246	C16orf71
ENSMFAG00000000388	EPB41L5	protein_coding	erythrocyte membrane protein band 4.1 like 5 [Source:HGNC Symbol;Acc:HGNC:19819]	ENSG00000115109	EPB41L5
ENSMFAG00000000389	RREB1	protein_coding	ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]	ENSG00000124782	RREB1
ENSMFAG00000000390	CACTIN	protein_coding	"cactin, spliceosome C complex subunit [Source:HGNC Symbol;Acc:HGNC:29938]"	ENSG00000105298	CACTIN
ENSMFAG00000000391	HSPB11	protein_coding	heat shock protein family B (small) member 11 [Source:HGNC Symbol;Acc:HGNC:25019]	ENSG00000081870	HSPB11
ENSMFAG00000000392	ATF4	protein_coding	activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]	ENSG00000128272	ATF4
ENSMFAG00000000393	ACP2	protein_coding	"acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]"	ENSG00000134575	ACP2
ENSMFAG00000000394		protein_coding	uncharacterized protein CXorf49-like [Source:NCBI gene;Acc:102125617]	ENSG00000283599	BX276092.9
ENSMFAG00000000395	BRAT1	protein_coding	BRCA1 associated ATM activator 1 [Source:HGNC Symbol;Acc:HGNC:21701]	ENSG00000106009	BRAT1
